user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn,churn_target,login_recency_category,support_risk,payment_risk,usage_level,churn_probability,predicted_churn,predicted_risk_category
615,2024-12-21,Standard,399,23.0,0,0,31,41,Yes,1,Inactive,Low,Low,High,0.29078666453698604,0,Low Risk
616,2024-01-21,Premium,699,21.0,4,4,18,34,Yes,1,Inactive,Medium,High,High,0.7181107531421641,1,High Risk
617,2023-08-17,Premium,699,9.4,1,4,25,16,No,0,At Risk,Low,High,Medium,0.5010165847221787,1,Medium Risk
618,2024-09-10,Premium,699,9.1,5,3,26,50,Yes,1,Inactive,Medium,High,Medium,0.733190813735807,1,High Risk
619,2024-10-20,Basic,199,22.1,7,1,33,14,Yes,1,Active,High,Medium,High,0.43015739454618407,0,Medium Risk
620,2023-05-02,Standard,399,4.2,2,2,14,38,Yes,1,Inactive,Low,Medium,Low,0.787560115251675,1,High Risk
621,2024-05-05,Premium,699,10.7,5,5,15,7,Yes,1,Active,Medium,High,Medium,0.6130379064015519,1,High Risk
622,2024-08-10,Standard,399,15.0,6,0,14,15,Yes,1,At Risk,High,Low,Medium,0.3667989715959678,0,Medium Risk
623,2023-02-27,Premium,699,3.8,8,0,11,57,Yes,1,Inactive,High,Low,Low,0.8309016549558991,1,High Risk
624,2024-10-14,Basic,199,23.1,8,3,17,38,No,0,Inactive,High,High,High,0.8124579934746278,1,High Risk
625,2024-05-08,Basic,199,23.7,3,3,19,38,No,0,Inactive,Medium,High,High,0.6323903303298021,1,High Risk
626,2024-09-30,Basic,199,20.8,2,4,15,52,No,0,Inactive,Low,High,High,0.7290428309663856,1,High Risk
627,2023-08-24,Premium,699,7.0,5,3,33,38,Yes,1,Inactive,Medium,High,Medium,0.6686406583080583,1,High Risk
628,2024-05-31,Standard,399,3.7,0,1,25,33,No,0,Inactive,Low,Medium,Low,0.6593507781695727,1,High Risk
629,2024-09-06,Premium,699,20.7,1,1,27,30,No,0,At Risk,Low,Medium,High,0.3778350115340661,0,Medium Risk
630,2024-09-09,Basic,199,12.8,1,0,35,30,No,0,At Risk,Low,Low,Medium,0.260248311929259,0,Low Risk
631,2023-02-14,Premium,699,22.5,6,4,1,26,Yes,1,At Risk,High,High,High,0.6957710373603366,1,High Risk
632,2024-12-14,Premium,699,11.0,7,3,34,22,Yes,1,At Risk,High,High,Medium,0.6908862382667912,1,High Risk
633,2023-03-27,Premium,699,10.9,4,3,7,49,Yes,1,Inactive,Medium,High,Medium,0.6667052504466605,1,High Risk
634,2023-01-08,Standard,399,10.5,3,0,35,45,No,0,Inactive,Medium,Low,Medium,0.32099277446663965,0,Medium Risk
635,2023-11-20,Premium,699,3.4,0,3,34,41,Yes,1,Inactive,Low,High,Low,0.7785811645716981,1,High Risk
636,2024-07-02,Standard,399,3.1,6,5,24,37,Yes,1,Inactive,High,High,Low,0.9305324272082831,1,High Risk
637,2024-07-24,Standard,399,15.5,6,1,24,26,No,0,At Risk,High,Medium,High,0.47469325768901943,0,Medium Risk
638,2024-08-14,Standard,399,9.6,8,3,12,16,No,0,At Risk,High,High,Medium,0.7196689258792415,1,High Risk
639,2024-12-17,Standard,399,18.5,1,5,26,14,No,0,Active,Low,High,High,0.48928049944702,0,Medium Risk
640,2024-12-14,Basic,199,5.8,6,2,7,51,Yes,1,Inactive,High,Medium,Medium,0.6232457390821541,1,High Risk
641,2024-09-06,Premium,699,4.4,0,0,4,52,Yes,1,Inactive,Low,Low,Low,0.5986327332361588,1,Medium Risk
642,2024-01-29,Standard,399,2.1,3,2,6,5,No,0,Active,Medium,Medium,Low,0.5768721030925553,1,Medium Risk
643,2023-01-11,Standard,399,7.5,0,1,34,40,No,0,Inactive,Low,Medium,Medium,0.3283817027537459,0,Medium Risk
644,2023-08-26,Basic,199,7.5,0,4,34,32,Yes,1,Inactive,Low,High,Medium,0.5079754869345484,1,Medium Risk
645,2023-06-11,Premium,699,17.0,5,1,11,41,Yes,1,Inactive,Medium,Medium,High,0.5407648855457476,1,Medium Risk
646,2023-07-25,Basic,199,19.6,5,5,18,25,Yes,1,At Risk,Medium,High,High,0.7183517035724073,1,High Risk
647,2024-07-26,Premium,699,18.6,1,0,1,35,Yes,1,Inactive,Low,Low,High,0.3072595560050843,0,Medium Risk
648,2024-04-10,Premium,699,9.0,4,1,23,38,No,0,Inactive,Medium,Medium,Medium,0.5012128445926342,1,Medium Risk
649,2024-05-30,Standard,399,6.9,6,4,1,6,No,0,Active,High,High,Medium,0.5309657269402489,1,Medium Risk
650,2024-08-11,Standard,399,23.7,8,2,22,56,Yes,1,Inactive,High,Medium,High,0.7862914437361053,1,High Risk
651,2024-04-14,Standard,399,24.2,7,1,29,48,Yes,1,Inactive,High,Medium,High,0.6809411849095997,1,High Risk
652,2024-01-27,Premium,699,22.5,0,3,30,7,Yes,1,Active,Low,High,High,0.32827573297717205,0,Medium Risk
653,2024-06-12,Premium,699,17.1,3,2,15,26,No,0,At Risk,Medium,Medium,High,0.4277945840635135,0,Medium Risk
654,2024-11-20,Premium,699,17.7,4,1,1,18,Yes,1,At Risk,Medium,Medium,High,0.41225645828911867,0,Medium Risk
655,2024-08-10,Premium,699,2.4,2,3,22,20,Yes,1,At Risk,Low,High,Low,0.8063251483506345,1,High Risk
656,2023-09-05,Standard,399,23.7,3,3,12,47,Yes,1,Inactive,Medium,High,High,0.6350207456181083,1,High Risk
657,2023-04-20,Standard,399,6.1,3,4,14,22,Yes,1,At Risk,Medium,High,Medium,0.5235141564719429,1,Medium Risk
658,2024-07-08,Basic,199,17.1,7,4,6,0,No,0,Active,High,High,High,0.579497037744034,1,Medium Risk
659,2024-08-11,Basic,199,9.6,5,3,31,57,No,0,Inactive,Medium,High,Medium,0.7430816949606628,1,High Risk
660,2024-08-13,Standard,399,5.0,8,2,32,25,Yes,1,At Risk,High,Medium,Low,0.873902153734714,1,High Risk
661,2024-05-29,Basic,199,13.4,6,3,4,60,Yes,1,Inactive,High,High,Medium,0.7676142844767496,1,High Risk
662,2024-04-16,Standard,399,21.6,2,3,26,7,No,0,Active,Low,High,High,0.4326846557665339,0,Medium Risk
663,2024-01-06,Standard,399,0.8,3,3,1,37,Yes,1,Inactive,Medium,High,Low,0.8348019035863932,1,High Risk
664,2024-09-19,Premium,699,5.1,4,1,17,17,No,0,At Risk,Medium,Medium,Medium,0.3795154357016401,0,Medium Risk
665,2024-01-17,Standard,399,5.0,6,1,24,26,No,0,At Risk,High,Medium,Low,0.7772046190209646,1,High Risk
666,2024-12-03,Standard,399,7.4,2,4,26,8,No,0,Active,Low,High,Medium,0.45317400828309695,0,Medium Risk
667,2023-07-20,Basic,199,18.2,3,4,7,27,No,0,At Risk,Medium,High,High,0.5567828810844568,1,Medium Risk
668,2024-10-07,Basic,199,12.1,0,1,10,26,No,0,At Risk,Low,Medium,Medium,0.30354557951591654,0,Medium Risk
669,2024-08-04,Premium,699,18.2,7,2,35,16,No,0,At Risk,High,Medium,High,0.5792475691487913,1,Medium Risk
670,2024-05-02,Basic,199,2.9,2,0,26,13,No,0,Active,Low,Low,Low,0.44473828397776693,0,Medium Risk
671,2024-07-24,Premium,699,11.5,5,2,7,23,Yes,1,At Risk,Medium,Medium,Medium,0.5496876963552093,1,Medium Risk
672,2024-09-12,Standard,399,1.0,1,2,23,55,Yes,1,Inactive,Low,Medium,Low,0.7865928620450081,1,High Risk
673,2024-05-14,Basic,199,4.8,4,2,35,20,Yes,1,At Risk,Medium,Medium,Low,0.757825420734249,1,High Risk
674,2023-05-29,Premium,699,22.3,6,4,29,18,Yes,1,At Risk,High,High,High,0.6732653245077286,1,High Risk
675,2023-08-22,Basic,199,10.8,6,0,22,5,Yes,1,Active,High,Low,Medium,0.21034205293719022,0,Low Risk
676,2024-03-31,Standard,399,16.5,4,4,21,41,Yes,1,Inactive,Medium,High,High,0.7104068414794994,1,High Risk
677,2023-05-09,Standard,399,24.2,6,1,34,11,No,0,Active,High,Medium,High,0.35666779949488475,0,Medium Risk
678,2023-04-08,Premium,699,16.7,1,1,16,10,No,0,Active,Low,Medium,High,0.20711893926667937,0,Low Risk
679,2023-03-27,Basic,199,13.9,0,3,31,33,No,0,Inactive,Low,High,Medium,0.49222579302933345,0,Medium Risk
680,2023-11-13,Basic,199,15.6,1,5,17,59,No,0,Inactive,Low,High,High,0.6927814898961309,1,High Risk
681,2023-06-24,Basic,199,18.6,7,5,16,8,Yes,1,Active,High,High,High,0.6340458772459072,1,High Risk
682,2024-07-07,Basic,199,16.8,5,3,3,29,No,0,At Risk,Medium,High,High,0.6410808561026644,1,High Risk
683,2024-10-08,Standard,399,11.4,8,1,36,37,No,0,Inactive,High,Medium,Medium,0.6779419336454677,1,High Risk
684,2024-07-06,Premium,699,13.3,8,2,28,58,Yes,1,Inactive,High,Medium,Medium,0.7792033076531615,1,High Risk
685,2023-01-11,Basic,199,11.3,5,3,6,16,Yes,1,At Risk,Medium,High,Medium,0.5903004534161769,1,Medium Risk
686,2023-01-09,Basic,199,20.5,2,2,34,18,No,0,At Risk,Low,Medium,High,0.41766943130900513,0,Medium Risk
687,2023-10-27,Premium,699,23.7,7,2,32,0,No,0,Active,High,Medium,High,0.4372220896407185,0,Medium Risk
688,2024-07-28,Premium,699,20.0,8,2,15,12,Yes,1,Active,High,Medium,High,0.5386039689917881,1,Medium Risk
689,2024-03-08,Standard,399,6.6,6,3,26,14,Yes,1,Active,High,High,Medium,0.4912474109475816,0,Medium Risk
690,2023-10-03,Premium,699,13.2,4,2,16,41,Yes,1,Inactive,Medium,Medium,Medium,0.5623225792017277,1,Medium Risk
691,2024-04-11,Standard,399,21.4,2,1,13,18,No,0,At Risk,Low,Medium,High,0.40643262388509027,0,Medium Risk
692,2023-02-20,Premium,699,7.2,7,1,29,20,Yes,1,At Risk,High,Medium,Medium,0.48312777290272574,0,Medium Risk
693,2024-03-24,Premium,699,5.1,1,2,2,17,Yes,1,At Risk,Low,Medium,Medium,0.3555609050742746,0,Medium Risk
694,2024-03-06,Premium,699,6.2,2,0,1,31,Yes,1,Inactive,Low,Low,Medium,0.32368325100075834,0,Medium Risk
695,2023-03-24,Standard,399,25.0,7,5,32,50,Yes,1,Inactive,High,High,High,0.8549361718865282,1,High Risk
696,2023-07-16,Basic,199,7.0,6,0,4,34,Yes,1,Inactive,High,Low,Medium,0.3756579540673948,0,Medium Risk
697,2024-03-29,Standard,399,20.8,1,5,25,15,No,0,At Risk,Low,High,High,0.6062658270950102,1,High Risk
698,2024-04-29,Basic,199,5.4,1,4,3,42,No,0,Inactive,Low,High,Medium,0.6133063808589172,1,High Risk
699,2024-07-16,Standard,399,23.4,2,5,20,46,Yes,1,Inactive,Low,High,High,0.776700083438032,1,High Risk
700,2024-11-13,Premium,699,6.7,4,1,8,23,No,0,At Risk,Medium,Medium,Medium,0.4054177456619657,0,Medium Risk
701,2023-10-10,Basic,199,6.3,6,2,8,0,Yes,1,Active,High,Medium,Medium,0.32068504285639626,0,Medium Risk
702,2024-12-08,Premium,699,10.2,3,0,8,2,No,0,Active,Medium,Low,Medium,0.15797176143582467,0,Low Risk
703,2024-12-03,Standard,399,9.6,1,1,10,10,No,0,Active,Low,Medium,Medium,0.2299377031592827,0,Low Risk
704,2024-12-19,Premium,699,23.3,0,0,22,22,No,0,At Risk,Low,Low,High,0.22131238937872083,0,Low Risk
705,2023-12-22,Premium,699,3.6,3,2,7,35,Yes,1,Inactive,Medium,Medium,Low,0.7575564393579879,1,High Risk
706,2023-02-10,Standard,399,1.0,6,2,13,46,Yes,1,Inactive,High,Medium,Low,0.8399519155511701,1,High Risk
707,2023-07-11,Standard,399,14.2,8,5,29,31,Yes,1,Inactive,High,High,Medium,0.8486480141490537,1,High Risk
708,2024-07-21,Premium,699,8.4,7,2,23,55,No,0,Inactive,High,Medium,Medium,0.7059670991844894,1,High Risk
709,2024-01-11,Basic,199,13.5,7,2,5,52,Yes,1,Inactive,High,Medium,Medium,0.7184989748667184,1,High Risk
710,2023-01-20,Standard,399,19.5,8,3,1,46,Yes,1,Inactive,High,High,High,0.7993991379809862,1,High Risk
711,2024-07-05,Premium,699,19.5,3,2,24,46,Yes,1,Inactive,Medium,Medium,High,0.5391679793585215,1,Medium Risk
712,2023-11-27,Standard,399,13.3,7,4,13,9,No,0,Active,High,High,Medium,0.6035651666731313,1,High Risk
713,2023-05-13,Standard,399,3.2,8,5,21,4,Yes,1,Active,High,High,Low,0.881007964063148,1,High Risk
714,2024-10-19,Basic,199,5.5,7,1,3,6,Yes,1,Active,High,Medium,Medium,0.3601742900807773,0,Medium Risk
715,2023-03-14,Standard,399,13.4,4,0,32,23,Yes,1,At Risk,Medium,Low,Medium,0.2977814025026216,0,Low Risk
716,2024-01-05,Basic,199,16.6,1,3,14,51,No,0,Inactive,Low,High,High,0.6014948216398073,1,High Risk
717,2023-03-14,Premium,699,20.6,0,4,27,17,No,0,At Risk,Low,High,High,0.46628709752099123,0,Medium Risk
718,2024-06-28,Standard,399,23.6,8,0,5,6,No,0,Active,High,Low,High,0.3643723078586526,0,Medium Risk
719,2024-07-25,Standard,399,5.2,3,4,13,40,No,0,Inactive,Medium,High,Medium,0.6378880580595376,1,High Risk
720,2024-04-14,Premium,699,10.7,1,5,36,36,Yes,1,Inactive,Low,High,Medium,0.6851154931439806,1,High Risk
721,2023-12-12,Premium,699,22.1,2,1,28,35,No,0,Inactive,Low,Medium,High,0.468724726255705,0,Medium Risk
722,2023-11-29,Premium,699,13.6,7,2,11,57,Yes,1,Inactive,High,Medium,Medium,0.712246097437896,1,High Risk
723,2024-07-30,Standard,399,19.2,6,5,27,20,No,0,At Risk,High,High,High,0.7347366515644778,1,High Risk
724,2024-04-08,Premium,699,9.7,8,5,14,16,Yes,1,At Risk,High,High,Medium,0.8037982685289166,1,High Risk
725,2023-05-19,Standard,399,0.5,0,2,26,38,Yes,1,Inactive,Low,Medium,Low,0.6782331886905185,1,High Risk
726,2024-12-07,Standard,399,7.9,3,1,1,54,Yes,1,Inactive,Medium,Medium,Medium,0.4809463436216045,0,Medium Risk
727,2023-06-09,Standard,399,13.0,2,0,36,2,No,0,Active,Low,Low,Medium,0.16618044242542537,0,Low Risk
728,2023-04-05,Basic,199,9.5,3,1,17,16,No,0,At Risk,Medium,Medium,Medium,0.31218543069498517,0,Medium Risk
729,2024-05-09,Premium,699,14.4,3,5,26,4,No,0,Active,Medium,High,Medium,0.5105413337650101,1,Medium Risk
730,2024-08-13,Basic,199,20.7,1,4,32,41,Yes,1,Inactive,Low,High,High,0.6511225971282422,1,High Risk
731,2024-03-02,Standard,399,19.6,5,2,6,56,No,0,Inactive,Medium,Medium,High,0.6775154405445559,1,High Risk
732,2023-02-25,Basic,199,18.8,0,5,15,49,No,0,Inactive,Low,High,High,0.6331781701665146,1,High Risk
733,2024-12-15,Standard,399,1.5,8,4,34,9,Yes,1,Active,High,High,Low,0.870232214966383,1,High Risk
734,2024-05-31,Basic,199,1.7,6,3,10,48,Yes,1,Inactive,High,High,Low,0.8998524339609615,1,High Risk
735,2024-05-02,Basic,199,11.1,6,1,15,8,No,0,Active,High,Medium,Medium,0.3415344018233497,0,Medium Risk
736,2024-12-15,Premium,699,13.9,4,0,4,25,No,0,At Risk,Medium,Low,Medium,0.3350599856313216,0,Medium Risk
737,2023-07-20,Basic,199,12.3,3,3,9,25,No,0,At Risk,Medium,High,Medium,0.5044024725946465,1,Medium Risk
738,2024-12-02,Premium,699,6.5,1,2,34,49,Yes,1,Inactive,Low,Medium,Medium,0.4881554816965367,0,Medium Risk
739,2023-11-25,Premium,699,3.3,6,3,6,23,Yes,1,At Risk,High,High,Low,0.845721435818778,1,High Risk
740,2024-03-28,Standard,399,19.4,2,2,2,39,No,0,Inactive,Low,Medium,High,0.5527347135187144,1,Medium Risk
741,2023-03-29,Premium,699,11.3,3,1,10,43,No,0,Inactive,Medium,Medium,Medium,0.4411307307442909,0,Medium Risk
742,2023-04-24,Basic,199,6.5,2,2,4,0,Yes,1,Active,Low,Medium,Medium,0.2533998688591332,0,Low Risk
743,2023-07-28,Standard,399,12.0,5,1,29,47,No,0,Inactive,Medium,Medium,Medium,0.5701738234587297,1,Medium Risk
744,2023-05-25,Premium,699,18.9,8,3,34,39,Yes,1,Inactive,High,High,High,0.7828814495502301,1,High Risk
745,2023-10-18,Premium,699,9.7,8,0,2,16,Yes,1,At Risk,High,Low,Medium,0.42404046174878884,0,Medium Risk
746,2024-11-09,Basic,199,1.8,0,0,18,24,No,0,At Risk,Low,Low,Low,0.45344259675976173,0,Medium Risk
747,2024-01-31,Premium,699,21.7,0,2,24,55,No,0,Inactive,Low,Medium,High,0.4926194647162103,0,Medium Risk
748,2024-06-28,Basic,199,13.0,1,2,25,31,No,0,Inactive,Low,Medium,Medium,0.4696229773385746,0,Medium Risk
749,2023-02-10,Basic,199,5.4,7,4,12,59,Yes,1,Inactive,High,High,Medium,0.7908002427173502,1,High Risk
750,2023-12-22,Basic,199,8.0,7,3,34,47,Yes,1,Inactive,High,High,Medium,0.7351827506077805,1,High Risk
751,2023-03-05,Premium,699,9.2,4,1,23,32,Yes,1,Inactive,Medium,Medium,Medium,0.4553399147235785,0,Medium Risk
752,2023-06-05,Premium,699,22.0,0,4,17,60,Yes,1,Inactive,Low,High,High,0.6342007223684845,1,High Risk
753,2024-11-25,Standard,399,16.6,1,5,26,24,Yes,1,At Risk,Low,High,High,0.6056125236785519,1,High Risk
754,2023-12-04,Premium,699,10.7,2,3,15,19,No,0,At Risk,Low,High,Medium,0.5193204593265813,1,Medium Risk
755,2023-07-27,Standard,399,3.7,2,4,35,34,Yes,1,Inactive,Low,High,Low,0.8679213667833835,1,High Risk
756,2023-05-29,Basic,199,17.4,8,1,20,27,No,0,At Risk,High,Medium,High,0.5679634306106556,1,Medium Risk
757,2023-07-08,Premium,699,8.3,8,4,11,60,Yes,1,Inactive,High,High,Medium,0.8433054946034935,1,High Risk
758,2024-10-14,Standard,399,18.3,5,3,10,26,Yes,1,At Risk,Medium,High,High,0.6484168817385347,1,High Risk
759,2024-09-18,Premium,699,4.2,3,0,18,8,Yes,1,Active,Medium,Low,Low,0.4165403851595911,0,Medium Risk
760,2023-01-27,Premium,699,15.3,3,4,18,14,Yes,1,Active,Medium,High,High,0.41067887968526906,0,Medium Risk
761,2024-04-25,Standard,399,17.4,7,1,6,32,No,0,Inactive,High,Medium,High,0.6047394754272141,1,High Risk
762,2023-07-17,Premium,699,5.0,6,3,24,30,Yes,1,At Risk,High,High,Low,0.8597274038883529,1,High Risk
763,2024-11-18,Basic,199,10.5,0,2,3,60,Yes,1,Inactive,Low,Medium,Medium,0.4779820511674168,0,Medium Risk
764,2024-04-13,Basic,199,2.1,7,4,14,31,Yes,1,Inactive,High,High,Low,0.9228202250897319,1,High Risk
765,2023-11-17,Basic,199,10.4,0,4,28,47,No,0,Inactive,Low,High,Medium,0.5672011438238977,1,Medium Risk
766,2023-02-13,Standard,399,13.4,0,4,35,6,No,0,Active,Low,High,Medium,0.34059607437459405,0,Medium Risk
767,2024-10-07,Basic,199,13.7,0,4,34,24,Yes,1,At Risk,Low,High,Medium,0.5110670578784862,1,Medium Risk
768,2024-04-17,Basic,199,7.6,6,2,13,49,No,0,Inactive,High,Medium,Medium,0.6277423355809684,1,High Risk
769,2024-04-19,Basic,199,7.7,0,5,28,33,No,0,Inactive,Low,High,Medium,0.5994281012984014,1,Medium Risk
770,2024-12-13,Premium,699,2.7,8,0,29,11,No,0,Active,High,Low,Low,0.6440187068808082,1,High Risk
771,2024-08-27,Premium,699,10.1,5,3,9,1,Yes,1,Active,Medium,High,Medium,0.48017260181303567,0,Medium Risk
772,2024-12-29,Premium,699,22.1,1,2,13,20,No,0,At Risk,Low,Medium,High,0.41594387219083984,0,Medium Risk
773,2024-12-25,Basic,199,2.7,7,5,8,23,Yes,1,At Risk,High,High,Low,0.9218802046629972,1,High Risk
774,2023-06-24,Standard,399,15.5,2,3,33,35,Yes,1,Inactive,Low,High,High,0.5853699204022869,1,Medium Risk
775,2024-03-05,Standard,399,4.5,2,1,10,49,No,0,Inactive,Low,Medium,Low,0.7912993244655029,1,High Risk
776,2023-05-15,Standard,399,18.4,7,2,20,40,Yes,1,Inactive,High,Medium,High,0.6548591926970199,1,High Risk
777,2024-05-25,Basic,199,15.8,4,0,1,29,Yes,1,At Risk,Medium,Low,High,0.3065633653550991,0,Medium Risk
778,2024-05-02,Premium,699,15.4,7,1,1,13,No,0,Active,High,Medium,High,0.3999058093300485,0,Medium Risk
779,2024-09-26,Standard,399,11.3,0,1,27,56,No,0,Inactive,Low,Medium,Medium,0.4203769811797815,0,Medium Risk
780,2024-10-30,Premium,699,20.6,3,0,36,11,No,0,Active,Medium,Low,High,0.17967868381936,0,Low Risk
781,2023-11-02,Standard,399,4.1,0,5,3,36,Yes,1,Inactive,Low,High,Low,0.8438660064511817,1,High Risk
782,2024-09-17,Standard,399,1.7,6,1,6,10,No,0,Active,High,Medium,Low,0.6438776681806148,1,High Risk
783,2023-02-06,Premium,699,4.8,7,5,36,37,Yes,1,Inactive,High,High,Low,0.9398511602646167,1,High Risk
784,2024-07-17,Basic,199,8.4,6,0,20,48,Yes,1,Inactive,High,Low,Medium,0.4494138490518841,0,Medium Risk
785,2024-06-23,Basic,199,12.0,1,5,19,55,Yes,1,Inactive,Low,High,Medium,0.7289382792953369,1,High Risk
786,2024-10-06,Standard,399,5.6,3,4,34,3,Yes,1,Active,Medium,High,Medium,0.39634316963369665,0,Medium Risk
787,2023-09-23,Premium,699,12.3,4,3,6,38,No,0,Inactive,Medium,High,Medium,0.6470357960879816,1,High Risk
788,2024-05-19,Premium,699,23.2,7,4,23,46,Yes,1,Inactive,High,High,High,0.8301022718289164,1,High Risk
789,2024-10-02,Basic,199,17.9,3,0,15,7,Yes,1,Active,Medium,Low,High,0.16024178424712995,0,Low Risk
790,2024-07-27,Basic,199,20.1,6,3,14,2,Yes,1,Active,High,High,High,0.4867303419558601,0,Medium Risk
791,2023-03-11,Premium,699,0.8,3,5,14,18,Yes,1,At Risk,Medium,High,Low,0.8286562516270092,1,High Risk
792,2023-12-16,Standard,399,12.9,5,0,20,7,No,0,Active,Medium,Low,Medium,0.228916231082781,0,Low Risk
793,2024-11-19,Standard,399,20.9,3,2,2,53,Yes,1,Inactive,Medium,Medium,High,0.5676091592946524,1,Medium Risk
794,2024-07-03,Standard,399,20.0,2,3,31,9,No,0,Active,Low,High,High,0.42811420629368524,0,Medium Risk
795,2023-11-03,Standard,399,19.7,6,5,30,3,No,0,Active,High,High,High,0.5773722025918041,1,Medium Risk
796,2023-12-29,Premium,699,14.1,0,1,21,36,No,0,Inactive,Low,Medium,Medium,0.35669102689141835,0,Medium Risk
797,2023-06-19,Basic,199,7.4,0,2,10,24,No,0,At Risk,Low,Medium,Medium,0.2976323172385704,0,Low Risk
798,2024-12-27,Premium,699,5.1,1,2,25,45,No,0,Inactive,Low,Medium,Medium,0.4695245044445787,0,Medium Risk
799,2023-11-06,Basic,199,10.6,7,1,18,23,Yes,1,At Risk,High,Medium,Medium,0.5040039047958997,1,Medium Risk
800,2023-07-26,Basic,199,7.9,1,2,34,50,Yes,1,Inactive,Low,Medium,Medium,0.4597746208642254,0,Medium Risk
801,2024-05-10,Basic,199,12.9,7,4,29,9,Yes,1,Active,High,High,Medium,0.6213561590791206,1,High Risk
802,2024-06-12,Premium,699,8.1,5,1,34,49,No,0,Inactive,Medium,Medium,Medium,0.5830855768378451,1,Medium Risk
803,2024-06-18,Premium,699,5.5,0,3,9,24,No,0,At Risk,Low,High,Medium,0.4160815925406771,0,Medium Risk
804,2023-03-31,Basic,199,8.1,0,5,1,54,Yes,1,Inactive,Low,High,Medium,0.6301966441622437,1,High Risk
805,2023-11-16,Standard,399,22.3,1,4,30,49,No,0,Inactive,Low,High,High,0.6595080467019221,1,High Risk
806,2023-10-11,Basic,199,16.2,3,2,20,12,Yes,1,Active,Medium,Medium,High,0.2619979218850271,0,Low Risk
807,2023-04-28,Premium,699,19.4,1,2,21,9,Yes,1,Active,Low,Medium,High,0.25741290325582544,0,Low Risk
808,2023-10-05,Basic,199,13.1,3,4,36,22,Yes,1,At Risk,Medium,High,Medium,0.555703128179299,1,Medium Risk
809,2023-12-13,Basic,199,14.6,2,0,19,19,No,0,At Risk,Low,Low,Medium,0.26819857171441613,0,Low Risk
810,2023-04-19,Premium,699,1.7,0,3,29,57,Yes,1,Inactive,Low,High,Low,0.80139849459667,1,High Risk
811,2024-08-29,Standard,399,2.6,6,1,4,45,Yes,1,Inactive,High,Medium,Low,0.8293686606434915,1,High Risk
812,2024-11-17,Premium,699,15.6,4,2,29,52,Yes,1,Inactive,Medium,Medium,High,0.5894991337884522,1,Medium Risk
813,2024-12-16,Premium,699,24.4,7,4,6,8,Yes,1,Active,High,High,High,0.6508118147074627,1,High Risk
814,2023-05-28,Standard,399,11.7,7,3,7,14,No,0,Active,High,High,Medium,0.5519911012672596,1,Medium Risk
815,2023-12-05,Premium,699,22.9,6,1,17,44,No,0,Inactive,High,Medium,High,0.5828052585869468,1,Medium Risk
816,2024-04-17,Standard,399,12.4,1,3,30,7,No,0,Active,Low,High,Medium,0.3670813598294036,0,Medium Risk
817,2023-04-20,Basic,199,19.3,2,4,19,6,No,0,Active,Low,High,High,0.43570977419817675,0,Medium Risk
818,2024-02-28,Standard,399,16.4,4,4,36,29,Yes,1,At Risk,Medium,High,High,0.6420733224958374,1,High Risk
819,2024-12-11,Basic,199,13.9,7,3,16,4,Yes,1,Active,High,High,Medium,0.5594434899689733,1,Medium Risk
820,2024-12-11,Premium,699,19.7,6,4,28,50,Yes,1,Inactive,High,High,High,0.7872866704108981,1,High Risk
821,2024-05-13,Basic,199,16.7,1,5,12,59,No,0,Inactive,Low,High,High,0.7239744581649706,1,High Risk
822,2024-02-20,Basic,199,8.5,1,3,30,11,Yes,1,Active,Low,High,Medium,0.34826562579020776,0,Medium Risk
823,2023-03-04,Basic,199,17.3,6,2,7,31,Yes,1,Inactive,High,Medium,High,0.5628408913422284,1,Medium Risk
824,2024-06-28,Basic,199,20.5,0,1,14,42,Yes,1,Inactive,Low,Medium,High,0.38572612570198617,0,Medium Risk
825,2023-11-21,Standard,399,15.6,7,1,25,13,No,0,Active,High,Medium,High,0.36872252187922844,0,Medium Risk
826,2023-04-02,Standard,399,23.0,6,5,20,58,Yes,1,Inactive,High,High,High,0.8296852311926972,1,High Risk
827,2023-10-29,Premium,699,15.5,8,3,1,54,Yes,1,Inactive,High,High,High,0.7988033532804685,1,High Risk
828,2024-01-03,Basic,199,22.6,0,0,24,45,No,0,Inactive,Low,Low,High,0.29196480172725486,0,Low Risk
829,2024-10-02,Basic,199,21.7,3,3,19,44,Yes,1,Inactive,Medium,High,High,0.6365274249696673,1,High Risk
830,2024-05-01,Standard,399,10.4,6,4,25,13,No,0,Active,High,High,Medium,0.5687932947611765,1,Medium Risk
831,2024-11-17,Basic,199,14.1,5,3,13,9,Yes,1,Active,Medium,High,Medium,0.5170325382732212,1,Medium Risk
832,2024-11-04,Basic,199,0.8,0,1,9,46,No,0,Inactive,Low,Medium,Low,0.6700716047477239,1,High Risk
833,2024-09-10,Standard,399,2.6,6,3,9,57,Yes,1,Inactive,High,High,Low,0.9128449199088132,1,High Risk
834,2023-12-30,Standard,399,11.6,6,4,12,52,Yes,1,Inactive,High,High,Medium,0.7683791487631114,1,High Risk
835,2023-08-31,Basic,199,10.9,0,4,12,31,No,0,Inactive,Low,High,Medium,0.5279463590684031,1,Medium Risk
836,2023-02-08,Premium,699,7.1,8,4,33,23,Yes,1,At Risk,High,High,Medium,0.743492269576453,1,High Risk
