user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn,churn_target,login_recency_category,support_risk,payment_risk,usage_level
696,2023-07-16,Basic,199,7.0,6,0,4,34,Yes,1,Inactive,High,Low,Medium
697,2024-03-29,Standard,399,20.8,1,5,25,15,No,0,At Risk,Low,High,High
698,2024-04-29,Basic,199,5.4,1,4,3,42,No,0,Inactive,Low,High,Medium
699,2024-07-16,Standard,399,23.4,2,5,20,46,Yes,1,Inactive,Low,High,High
700,2024-11-13,Premium,699,6.7,4,1,8,23,No,0,At Risk,Medium,Medium,Medium
701,2023-10-10,Basic,199,6.3,6,2,8,0,Yes,1,Active,High,Medium,Medium
702,2024-12-08,Premium,699,10.2,3,0,8,2,No,0,Active,Medium,Low,Medium
703,2024-12-03,Standard,399,9.6,1,1,10,10,No,0,Active,Low,Medium,Medium
704,2024-12-19,Premium,699,23.3,0,0,22,22,No,0,At Risk,Low,Low,High
705,2023-12-22,Premium,699,3.6,3,2,7,35,Yes,1,Inactive,Medium,Medium,Low
706,2023-02-10,Standard,399,1.0,6,2,13,46,Yes,1,Inactive,High,Medium,Low
707,2023-07-11,Standard,399,14.2,8,5,29,31,Yes,1,Inactive,High,High,Medium
708,2024-07-21,Premium,699,8.4,7,2,23,55,No,0,Inactive,High,Medium,Medium
709,2024-01-11,Basic,199,13.5,7,2,5,52,Yes,1,Inactive,High,Medium,Medium
710,2023-01-20,Standard,399,19.5,8,3,1,46,Yes,1,Inactive,High,High,High
711,2024-07-05,Premium,699,19.5,3,2,24,46,Yes,1,Inactive,Medium,Medium,High
712,2023-11-27,Standard,399,13.3,7,4,13,9,No,0,Active,High,High,Medium
713,2023-05-13,Standard,399,3.2,8,5,21,4,Yes,1,Active,High,High,Low
714,2024-10-19,Basic,199,5.5,7,1,3,6,Yes,1,Active,High,Medium,Medium
715,2023-03-14,Standard,399,13.4,4,0,32,23,Yes,1,At Risk,Medium,Low,Medium
716,2024-01-05,Basic,199,16.6,1,3,14,51,No,0,Inactive,Low,High,High
717,2023-03-14,Premium,699,20.6,0,4,27,17,No,0,At Risk,Low,High,High
718,2024-06-28,Standard,399,23.6,8,0,5,6,No,0,Active,High,Low,High
719,2024-07-25,Standard,399,5.2,3,4,13,40,No,0,Inactive,Medium,High,Medium
720,2024-04-14,Premium,699,10.7,1,5,36,36,Yes,1,Inactive,Low,High,Medium
721,2023-12-12,Premium,699,22.1,2,1,28,35,No,0,Inactive,Low,Medium,High
722,2023-11-29,Premium,699,13.6,7,2,11,57,Yes,1,Inactive,High,Medium,Medium
723,2024-07-30,Standard,399,19.2,6,5,27,20,No,0,At Risk,High,High,High
724,2024-04-08,Premium,699,9.7,8,5,14,16,Yes,1,At Risk,High,High,Medium
725,2023-05-19,Standard,399,0.5,0,2,26,38,Yes,1,Inactive,Low,Medium,Low
726,2024-12-07,Standard,399,7.9,3,1,1,54,Yes,1,Inactive,Medium,Medium,Medium
727,2023-06-09,Standard,399,13.0,2,0,36,2,No,0,Active,Low,Low,Medium
728,2023-04-05,Basic,199,9.5,3,1,17,16,No,0,At Risk,Medium,Medium,Medium
729,2024-05-09,Premium,699,14.4,3,5,26,4,No,0,Active,Medium,High,Medium
730,2024-08-13,Basic,199,20.7,1,4,32,41,Yes,1,Inactive,Low,High,High
731,2024-03-02,Standard,399,19.6,5,2,6,56,No,0,Inactive,Medium,Medium,High
732,2023-02-25,Basic,199,18.8,0,5,15,49,No,0,Inactive,Low,High,High
733,2024-12-15,Standard,399,1.5,8,4,34,9,Yes,1,Active,High,High,Low
734,2024-05-31,Basic,199,1.7,6,3,10,48,Yes,1,Inactive,High,High,Low
735,2024-05-02,Basic,199,11.1,6,1,15,8,No,0,Active,High,Medium,Medium
736,2024-12-15,Premium,699,13.9,4,0,4,25,No,0,At Risk,Medium,Low,Medium
737,2023-07-20,Basic,199,12.3,3,3,9,25,No,0,At Risk,Medium,High,Medium
738,2024-12-02,Premium,699,6.5,1,2,34,49,Yes,1,Inactive,Low,Medium,Medium
739,2023-11-25,Premium,699,3.3,6,3,6,23,Yes,1,At Risk,High,High,Low
740,2024-03-28,Standard,399,19.4,2,2,2,39,No,0,Inactive,Low,Medium,High
741,2023-03-29,Premium,699,11.3,3,1,10,43,No,0,Inactive,Medium,Medium,Medium
742,2023-04-24,Basic,199,6.5,2,2,4,0,Yes,1,Active,Low,Medium,Medium
743,2023-07-28,Standard,399,12.0,5,1,29,47,No,0,Inactive,Medium,Medium,Medium
744,2023-05-25,Premium,699,18.9,8,3,34,39,Yes,1,Inactive,High,High,High
745,2023-10-18,Premium,699,9.7,8,0,2,16,Yes,1,At Risk,High,Low,Medium
746,2024-11-09,Basic,199,1.8,0,0,18,24,No,0,At Risk,Low,Low,Low
747,2024-01-31,Premium,699,21.7,0,2,24,55,No,0,Inactive,Low,Medium,High
748,2024-06-28,Basic,199,13.0,1,2,25,31,No,0,Inactive,Low,Medium,Medium
749,2023-02-10,Basic,199,5.4,7,4,12,59,Yes,1,Inactive,High,High,Medium
750,2023-12-22,Basic,199,8.0,7,3,34,47,Yes,1,Inactive,High,High,Medium
751,2023-03-05,Premium,699,9.2,4,1,23,32,Yes,1,Inactive,Medium,Medium,Medium
752,2023-06-05,Premium,699,22.0,0,4,17,60,Yes,1,Inactive,Low,High,High
753,2024-11-25,Standard,399,16.6,1,5,26,24,Yes,1,At Risk,Low,High,High
754,2023-12-04,Premium,699,10.7,2,3,15,19,No,0,At Risk,Low,High,Medium
755,2023-07-27,Standard,399,3.7,2,4,35,34,Yes,1,Inactive,Low,High,Low
756,2023-05-29,Basic,199,17.4,8,1,20,27,No,0,At Risk,High,Medium,High
757,2023-07-08,Premium,699,8.3,8,4,11,60,Yes,1,Inactive,High,High,Medium
758,2024-10-14,Standard,399,18.3,5,3,10,26,Yes,1,At Risk,Medium,High,High
759,2024-09-18,Premium,699,4.2,3,0,18,8,Yes,1,Active,Medium,Low,Low
760,2023-01-27,Premium,699,15.3,3,4,18,14,Yes,1,Active,Medium,High,High
761,2024-04-25,Standard,399,17.4,7,1,6,32,No,0,Inactive,High,Medium,High
762,2023-07-17,Premium,699,5.0,6,3,24,30,Yes,1,At Risk,High,High,Low
763,2024-11-18,Basic,199,10.5,0,2,3,60,Yes,1,Inactive,Low,Medium,Medium
764,2024-04-13,Basic,199,2.1,7,4,14,31,Yes,1,Inactive,High,High,Low
765,2023-11-17,Basic,199,10.4,0,4,28,47,No,0,Inactive,Low,High,Medium
766,2023-02-13,Standard,399,13.4,0,4,35,6,No,0,Active,Low,High,Medium
767,2024-10-07,Basic,199,13.7,0,4,34,24,Yes,1,At Risk,Low,High,Medium
768,2024-04-17,Basic,199,7.6,6,2,13,49,No,0,Inactive,High,Medium,Medium
769,2024-04-19,Basic,199,7.7,0,5,28,33,No,0,Inactive,Low,High,Medium
770,2024-12-13,Premium,699,2.7,8,0,29,11,No,0,Active,High,Low,Low
771,2024-08-27,Premium,699,10.1,5,3,9,1,Yes,1,Active,Medium,High,Medium
772,2024-12-29,Premium,699,22.1,1,2,13,20,No,0,At Risk,Low,Medium,High
773,2024-12-25,Basic,199,2.7,7,5,8,23,Yes,1,At Risk,High,High,Low
774,2023-06-24,Standard,399,15.5,2,3,33,35,Yes,1,Inactive,Low,High,High
775,2024-03-05,Standard,399,4.5,2,1,10,49,No,0,Inactive,Low,Medium,Low
776,2023-05-15,Standard,399,18.4,7,2,20,40,Yes,1,Inactive,High,Medium,High
777,2024-05-25,Basic,199,15.8,4,0,1,29,Yes,1,At Risk,Medium,Low,High
778,2024-05-02,Premium,699,15.4,7,1,1,13,No,0,Active,High,Medium,High
779,2024-09-26,Standard,399,11.3,0,1,27,56,No,0,Inactive,Low,Medium,Medium
780,2024-10-30,Premium,699,20.6,3,0,36,11,No,0,Active,Medium,Low,High
781,2023-11-02,Standard,399,4.1,0,5,3,36,Yes,1,Inactive,Low,High,Low
782,2024-09-17,Standard,399,1.7,6,1,6,10,No,0,Active,High,Medium,Low
783,2023-02-06,Premium,699,4.8,7,5,36,37,Yes,1,Inactive,High,High,Low
784,2024-07-17,Basic,199,8.4,6,0,20,48,Yes,1,Inactive,High,Low,Medium
785,2024-06-23,Basic,199,12.0,1,5,19,55,Yes,1,Inactive,Low,High,Medium
786,2024-10-06,Standard,399,5.6,3,4,34,3,Yes,1,Active,Medium,High,Medium
787,2023-09-23,Premium,699,12.3,4,3,6,38,No,0,Inactive,Medium,High,Medium
788,2024-05-19,Premium,699,23.2,7,4,23,46,Yes,1,Inactive,High,High,High
789,2024-10-02,Basic,199,17.9,3,0,15,7,Yes,1,Active,Medium,Low,High
790,2024-07-27,Basic,199,20.1,6,3,14,2,Yes,1,Active,High,High,High
791,2023-03-11,Premium,699,0.8,3,5,14,18,Yes,1,At Risk,Medium,High,Low
792,2023-12-16,Standard,399,12.9,5,0,20,7,No,0,Active,Medium,Low,Medium
793,2024-11-19,Standard,399,20.9,3,2,2,53,Yes,1,Inactive,Medium,Medium,High
794,2024-07-03,Standard,399,20.0,2,3,31,9,No,0,Active,Low,High,High
795,2023-11-03,Standard,399,19.7,6,5,30,3,No,0,Active,High,High,High
796,2023-12-29,Premium,699,14.1,0,1,21,36,No,0,Inactive,Low,Medium,Medium
797,2023-06-19,Basic,199,7.4,0,2,10,24,No,0,At Risk,Low,Medium,Medium
798,2024-12-27,Premium,699,5.1,1,2,25,45,No,0,Inactive,Low,Medium,Medium
799,2023-11-06,Basic,199,10.6,7,1,18,23,Yes,1,At Risk,High,Medium,Medium
800,2023-07-26,Basic,199,7.9,1,2,34,50,Yes,1,Inactive,Low,Medium,Medium
801,2024-05-10,Basic,199,12.9,7,4,29,9,Yes,1,Active,High,High,Medium
802,2024-06-12,Premium,699,8.1,5,1,34,49,No,0,Inactive,Medium,Medium,Medium
803,2024-06-18,Premium,699,5.5,0,3,9,24,No,0,At Risk,Low,High,Medium
804,2023-03-31,Basic,199,8.1,0,5,1,54,Yes,1,Inactive,Low,High,Medium
805,2023-11-16,Standard,399,22.3,1,4,30,49,No,0,Inactive,Low,High,High
806,2023-10-11,Basic,199,16.2,3,2,20,12,Yes,1,Active,Medium,Medium,High
807,2023-04-28,Premium,699,19.4,1,2,21,9,Yes,1,Active,Low,Medium,High
808,2023-10-05,Basic,199,13.1,3,4,36,22,Yes,1,At Risk,Medium,High,Medium
809,2023-12-13,Basic,199,14.6,2,0,19,19,No,0,At Risk,Low,Low,Medium
810,2023-04-19,Premium,699,1.7,0,3,29,57,Yes,1,Inactive,Low,High,Low
811,2024-08-29,Standard,399,2.6,6,1,4,45,Yes,1,Inactive,High,Medium,Low
812,2024-11-17,Premium,699,15.6,4,2,29,52,Yes,1,Inactive,Medium,Medium,High
813,2024-12-16,Premium,699,24.4,7,4,6,8,Yes,1,Active,High,High,High
814,2023-05-28,Standard,399,11.7,7,3,7,14,No,0,Active,High,High,Medium
815,2023-12-05,Premium,699,22.9,6,1,17,44,No,0,Inactive,High,Medium,High
816,2024-04-17,Standard,399,12.4,1,3,30,7,No,0,Active,Low,High,Medium
817,2023-04-20,Basic,199,19.3,2,4,19,6,No,0,Active,Low,High,High
818,2024-02-28,Standard,399,16.4,4,4,36,29,Yes,1,At Risk,Medium,High,High
819,2024-12-11,Basic,199,13.9,7,3,16,4,Yes,1,Active,High,High,Medium
820,2024-12-11,Premium,699,19.7,6,4,28,50,Yes,1,Inactive,High,High,High
821,2024-05-13,Basic,199,16.7,1,5,12,59,No,0,Inactive,Low,High,High
822,2024-02-20,Basic,199,8.5,1,3,30,11,Yes,1,Active,Low,High,Medium
823,2023-03-04,Basic,199,17.3,6,2,7,31,Yes,1,Inactive,High,Medium,High
824,2024-06-28,Basic,199,20.5,0,1,14,42,Yes,1,Inactive,Low,Medium,High
825,2023-11-21,Standard,399,15.6,7,1,25,13,No,0,Active,High,Medium,High
826,2023-04-02,Standard,399,23.0,6,5,20,58,Yes,1,Inactive,High,High,High
827,2023-10-29,Premium,699,15.5,8,3,1,54,Yes,1,Inactive,High,High,High
828,2024-01-03,Basic,199,22.6,0,0,24,45,No,0,Inactive,Low,Low,High
829,2024-10-02,Basic,199,21.7,3,3,19,44,Yes,1,Inactive,Medium,High,High
830,2024-05-01,Standard,399,10.4,6,4,25,13,No,0,Active,High,High,Medium
831,2024-11-17,Basic,199,14.1,5,3,13,9,Yes,1,Active,Medium,High,Medium
832,2024-11-04,Basic,199,0.8,0,1,9,46,No,0,Inactive,Low,Medium,Low
833,2024-09-10,Standard,399,2.6,6,3,9,57,Yes,1,Inactive,High,High,Low
834,2023-12-30,Standard,399,11.6,6,4,12,52,Yes,1,Inactive,High,High,Medium
835,2023-08-31,Basic,199,10.9,0,4,12,31,No,0,Inactive,Low,High,Medium
836,2023-02-08,Premium,699,7.1,8,4,33,23,Yes,1,At Risk,High,High,Medium
837,2023-03-23,Premium,699,17.8,1,4,31,30,No,0,At Risk,Low,High,High
838,2024-09-16,Basic,199,24.6,4,3,34,33,Yes,1,Inactive,Medium,High,High
839,2024-08-16,Basic,199,12.1,1,5,16,40,Yes,1,Inactive,Low,High,Medium
840,2024-04-25,Standard,399,22.6,8,0,4,30,Yes,1,At Risk,High,Low,High
841,2024-09-03,Premium,699,10.8,4,2,22,10,Yes,1,Active,Medium,Medium,Medium
842,2023-06-23,Premium,699,18.3,4,0,20,40,Yes,1,Inactive,Medium,Low,High
843,2024-05-11,Premium,699,16.6,4,5,4,39,Yes,1,Inactive,Medium,High,High
844,2023-10-09,Basic,199,12.9,4,2,9,8,No,0,Active,Medium,Medium,Medium
845,2024-04-02,Standard,399,18.7,2,4,1,47,Yes,1,Inactive,Low,High,High
846,2023-02-03,Standard,399,6.9,3,3,12,11,No,0,Active,Medium,High,Medium
847,2024-01-28,Standard,399,24.2,2,3,6,48,No,0,Inactive,Low,High,High
848,2023-12-20,Basic,199,18.3,2,1,29,36,No,0,Inactive,Low,Medium,High
849,2024-05-02,Basic,199,19.0,1,0,17,10,No,0,Active,Low,Low,High
850,2024-02-04,Standard,399,18.8,8,1,31,24,No,0,At Risk,High,Medium,High
851,2024-04-04,Standard,399,4.1,6,0,17,18,No,0,At Risk,High,Low,Low
852,2023-12-29,Standard,399,24.1,0,0,21,58,No,0,Inactive,Low,Low,High
853,2024-02-05,Standard,399,8.7,4,0,18,16,No,0,At Risk,Medium,Low,Medium
854,2023-07-04,Standard,399,18.5,3,4,16,21,No,0,At Risk,Medium,High,High
855,2024-06-21,Standard,399,0.8,0,0,36,0,No,0,Active,Low,Low,Low
856,2024-09-26,Basic,199,9.1,4,2,29,12,Yes,1,Active,Medium,Medium,Medium
857,2023-05-03,Basic,199,23.5,3,4,4,40,Yes,1,Inactive,Medium,High,High
858,2023-10-29,Basic,199,9.7,2,0,9,44,Yes,1,Inactive,Low,Low,Medium
859,2023-11-28,Standard,399,16.2,4,3,5,44,No,0,Inactive,Medium,High,High
860,2023-03-03,Standard,399,19.6,4,0,11,24,Yes,1,At Risk,Medium,Low,High
861,2024-02-07,Standard,399,4.9,1,3,17,59,Yes,1,Inactive,Low,High,Low
862,2023-04-19,Basic,199,3.2,8,3,32,13,Yes,1,Active,High,High,Low
863,2024-04-01,Standard,399,3.0,1,0,17,36,No,0,Inactive,Low,Low,Low
864,2023-06-05,Basic,199,4.1,0,0,32,42,Yes,1,Inactive,Low,Low,Low
865,2024-05-17,Premium,699,22.7,0,4,22,45,No,0,Inactive,Low,High,High
866,2024-12-06,Standard,399,10.4,1,4,28,14,Yes,1,Active,Low,High,Medium
867,2023-02-26,Standard,399,14.4,5,2,8,43,Yes,1,Inactive,Medium,Medium,Medium
868,2023-10-24,Premium,699,9.5,5,0,6,53,Yes,1,Inactive,Medium,Low,Medium
869,2024-12-13,Premium,699,4.8,0,3,13,42,Yes,1,Inactive,Low,High,Low
870,2024-03-24,Standard,399,16.0,5,3,7,5,No,0,Active,Medium,High,High
871,2023-09-02,Premium,699,3.9,3,0,13,46,No,0,Inactive,Medium,Low,Low
872,2024-04-05,Standard,399,2.0,8,5,25,19,Yes,1,At Risk,High,High,Low
873,2023-08-05,Basic,199,8.8,5,5,3,2,Yes,1,Active,Medium,High,Medium
874,2023-03-15,Premium,699,11.7,8,1,34,47,No,0,Inactive,High,Medium,Medium
875,2023-02-16,Basic,199,12.5,0,3,10,58,No,0,Inactive,Low,High,Medium
876,2024-04-12,Basic,199,0.9,0,2,9,52,Yes,1,Inactive,Low,Medium,Low
877,2024-09-22,Premium,699,21.0,1,0,11,7,No,0,Active,Low,Low,High
878,2024-11-25,Basic,199,20.2,6,2,5,51,No,0,Inactive,High,Medium,High
879,2023-08-07,Standard,399,3.5,8,1,21,20,No,0,At Risk,High,Medium,Low
880,2023-06-22,Basic,199,8.7,1,2,12,9,No,0,Active,Low,Medium,Medium
881,2023-05-17,Premium,699,14.1,7,1,24,59,No,0,Inactive,High,Medium,Medium
882,2023-07-03,Basic,199,19.6,0,3,25,5,Yes,1,Active,Low,High,High
883,2024-10-17,Basic,199,10.7,7,5,19,8,Yes,1,Active,High,High,Medium
884,2024-09-02,Standard,399,11.5,3,1,34,39,No,0,Inactive,Medium,Medium,Medium
885,2023-12-23,Basic,199,15.5,1,5,32,52,No,0,Inactive,Low,High,High
886,2024-09-25,Standard,399,14.2,3,0,1,33,No,0,Inactive,Medium,Low,Medium
887,2023-02-24,Standard,399,12.9,7,5,35,42,Yes,1,Inactive,High,High,Medium
888,2023-02-14,Basic,199,20.0,7,3,8,11,Yes,1,Active,High,High,High
889,2024-04-09,Basic,199,7.5,6,2,24,21,Yes,1,At Risk,High,Medium,Medium
890,2024-05-11,Basic,199,18.6,8,1,7,10,No,0,Active,High,Medium,High
891,2023-11-30,Premium,699,2.2,3,5,8,28,Yes,1,At Risk,Medium,High,Low
892,2023-08-22,Standard,399,18.8,5,1,13,49,Yes,1,Inactive,Medium,Medium,High
893,2024-04-27,Basic,199,18.6,3,3,16,57,Yes,1,Inactive,Medium,High,High
894,2024-04-10,Premium,699,1.8,6,1,32,13,No,0,Active,High,Medium,Low
895,2023-10-04,Basic,199,9.7,7,5,25,12,No,0,Active,High,High,Medium
896,2024-04-21,Basic,199,3.6,0,2,22,8,Yes,1,Active,Low,Medium,Low
897,2023-06-10,Standard,399,4.7,5,1,27,56,Yes,1,Inactive,Medium,Medium,Low
898,2024-06-18,Premium,699,14.7,8,1,11,5,No,0,Active,High,Medium,Medium
899,2023-09-10,Standard,399,15.0,7,2,14,0,No,0,Active,High,Medium,Medium
900,2024-08-10,Basic,199,11.1,3,4,21,60,Yes,1,Inactive,Medium,High,Medium
901,2023-02-04,Basic,199,24.5,0,3,27,46,No,0,Inactive,Low,High,High
902,2024-07-25,Standard,399,10.2,1,3,34,31,Yes,1,Inactive,Low,High,Medium
903,2023-04-03,Basic,199,23.8,2,2,27,18,Yes,1,At Risk,Low,Medium,High
904,2024-08-20,Basic,199,16.9,2,5,31,29,No,0,At Risk,Low,High,High
905,2024-01-15,Basic,199,11.9,2,5,30,25,Yes,1,At Risk,Low,High,Medium
906,2024-12-08,Premium,699,17.7,0,5,30,4,No,0,Active,Low,High,High
907,2024-07-09,Standard,399,1.3,6,2,34,44,Yes,1,Inactive,High,Medium,Low
908,2023-02-26,Premium,699,19.8,1,4,14,56,Yes,1,Inactive,Low,High,High
909,2023-02-11,Premium,699,22.3,1,3,24,23,Yes,1,At Risk,Low,High,High
910,2023-07-29,Standard,399,4.8,8,5,24,4,Yes,1,Active,High,High,Low
911,2024-08-17,Basic,199,6.3,1,5,22,30,No,0,At Risk,Low,High,Medium
912,2024-05-30,Premium,699,19.0,3,2,14,22,No,0,At Risk,Medium,Medium,High
913,2024-05-28,Premium,699,7.3,1,2,28,22,Yes,1,At Risk,Low,Medium,Medium
914,2023-10-27,Premium,699,12.0,8,5,8,52,Yes,1,Inactive,High,High,Medium
915,2023-03-31,Standard,399,20.1,1,1,24,57,No,0,Inactive,Low,Medium,High
916,2023-04-25,Basic,199,22.5,4,0,26,6,Yes,1,Active,Medium,Low,High
917,2023-10-28,Premium,699,12.7,3,4,10,60,No,0,Inactive,Medium,High,Medium
918,2024-10-22,Standard,399,23.3,7,2,35,26,Yes,1,At Risk,High,Medium,High
919,2024-10-22,Basic,199,5.1,0,1,19,53,No,0,Inactive,Low,Medium,Medium
920,2024-06-26,Standard,399,14.7,5,3,27,37,Yes,1,Inactive,Medium,High,Medium
921,2023-08-21,Premium,699,11.7,2,2,29,10,No,0,Active,Low,Medium,Medium
922,2023-06-20,Standard,399,24.3,0,1,24,22,Yes,1,At Risk,Low,Medium,High
923,2024-12-10,Premium,699,17.9,4,1,11,11,No,0,Active,Medium,Medium,High
924,2024-03-27,Premium,699,4.5,1,0,10,20,No,0,At Risk,Low,Low,Low
925,2023-12-19,Standard,399,5.0,8,5,24,2,No,0,Active,High,High,Low
926,2023-01-26,Basic,199,11.5,2,4,24,19,Yes,1,At Risk,Low,High,Medium
927,2024-07-13,Standard,399,19.3,7,2,32,9,Yes,1,Active,High,Medium,High
928,2024-08-10,Premium,699,16.4,4,3,22,57,Yes,1,Inactive,Medium,High,High
929,2024-05-05,Premium,699,20.1,7,2,10,44,Yes,1,Inactive,High,Medium,High
930,2023-08-14,Basic,199,17.1,1,2,9,1,No,0,Active,Low,Medium,High
931,2024-06-23,Standard,399,2.8,0,4,23,41,Yes,1,Inactive,Low,High,Low
932,2024-11-18,Basic,199,5.3,1,4,18,54,Yes,1,Inactive,Low,High,Medium
933,2023-02-27,Basic,199,10.2,7,2,33,38,Yes,1,Inactive,High,Medium,Medium
934,2023-10-19,Premium,699,10.2,6,2,24,24,Yes,1,At Risk,High,Medium,Medium
935,2024-03-30,Standard,399,8.0,7,4,23,5,Yes,1,Active,High,High,Medium
936,2024-03-10,Premium,699,20.2,4,1,27,51,No,0,Inactive,Medium,Medium,High
937,2024-06-21,Premium,699,3.9,1,1,27,13,Yes,1,Active,Low,Medium,Low
938,2023-10-07,Standard,399,23.4,6,0,5,0,No,0,Active,High,Low,High
939,2023-10-24,Standard,399,14.1,2,1,12,11,No,0,Active,Low,Medium,Medium
940,2024-04-19,Premium,699,1.5,4,4,32,19,Yes,1,At Risk,Medium,High,Low
941,2024-10-13,Basic,199,19.9,2,2,2,19,No,0,At Risk,Low,Medium,High
942,2024-12-05,Standard,399,16.5,4,3,8,11,Yes,1,Active,Medium,High,High
943,2024-01-06,Premium,699,1.2,4,3,16,4,Yes,1,Active,Medium,High,Low
944,2024-12-11,Premium,699,14.4,4,5,31,43,Yes,1,Inactive,Medium,High,Medium
945,2023-05-30,Basic,199,13.1,0,2,24,10,No,0,Active,Low,Medium,Medium
946,2024-01-05,Standard,399,22.0,2,2,30,10,Yes,1,Active,Low,Medium,High
947,2024-06-10,Standard,399,1.7,4,4,23,40,Yes,1,Inactive,Medium,High,Low
948,2024-12-02,Basic,199,19.2,2,4,12,20,No,0,At Risk,Low,High,High
949,2023-05-28,Standard,399,17.3,5,0,18,34,No,0,Inactive,Medium,Low,High
950,2023-06-16,Basic,199,13.2,5,3,9,26,Yes,1,At Risk,Medium,High,Medium
951,2024-09-20,Basic,199,4.3,3,1,14,50,No,0,Inactive,Medium,Medium,Low
952,2024-03-03,Premium,699,21.2,8,5,34,48,No,0,Inactive,High,High,High
953,2024-12-08,Standard,399,3.4,2,0,5,30,Yes,1,At Risk,Low,Low,Low
954,2023-01-30,Standard,399,20.5,8,2,9,11,No,0,Active,High,Medium,High
955,2023-08-03,Premium,699,5.9,2,5,8,14,Yes,1,Active,Low,High,Medium
956,2024-03-17,Basic,199,10.9,1,0,6,1,No,0,Active,Low,Low,Medium
957,2023-09-17,Basic,199,3.1,8,4,13,3,Yes,1,Active,High,High,Low
958,2024-09-08,Basic,199,7.9,0,0,5,50,Yes,1,Inactive,Low,Low,Medium
959,2023-10-12,Basic,199,5.0,5,0,13,5,Yes,1,Active,Medium,Low,Low
960,2024-08-06,Premium,699,9.1,8,5,23,39,Yes,1,Inactive,High,High,Medium
961,2023-10-16,Basic,199,20.6,0,4,7,13,No,0,Active,Low,High,High
962,2024-12-25,Basic,199,0.6,1,1,35,58,Yes,1,Inactive,Low,Medium,Low
963,2023-07-05,Standard,399,17.6,2,3,24,43,No,0,Inactive,Low,High,High
964,2023-11-18,Standard,399,10.9,8,1,25,26,Yes,1,At Risk,High,Medium,Medium
965,2023-10-23,Basic,199,3.2,2,3,30,48,Yes,1,Inactive,Low,High,Low
966,2024-09-06,Premium,699,2.5,7,0,3,24,Yes,1,At Risk,High,Low,Low
967,2024-03-14,Premium,699,17.3,7,1,20,35,Yes,1,Inactive,High,Medium,High
968,2024-11-21,Basic,199,22.4,7,5,5,23,Yes,1,At Risk,High,High,High
969,2023-05-27,Standard,399,10.2,8,5,7,43,Yes,1,Inactive,High,High,Medium
970,2023-06-22,Standard,399,17.5,1,5,26,59,No,0,Inactive,Low,High,High
971,2024-02-18,Basic,199,24.4,5,1,24,38,No,0,Inactive,Medium,Medium,High
972,2024-08-18,Basic,199,21.0,7,2,15,48,Yes,1,Inactive,High,Medium,High
973,2024-02-19,Premium,699,19.0,6,2,18,30,Yes,1,At Risk,High,Medium,High
974,2024-05-24,Standard,399,7.3,7,0,33,7,No,0,Active,High,Low,Medium
975,2023-07-03,Basic,199,1.2,0,0,9,31,No,0,Inactive,Low,Low,Low
976,2024-05-19,Standard,399,4.2,1,0,21,42,No,0,Inactive,Low,Low,Low
977,2023-12-18,Standard,399,7.7,7,3,13,32,Yes,1,Inactive,High,High,Medium
978,2024-01-28,Premium,699,0.9,0,3,35,56,No,0,Inactive,Low,High,Low
979,2024-07-24,Standard,399,21.4,7,3,21,2,Yes,1,Active,High,High,High
980,2024-02-03,Premium,699,22.2,2,3,20,27,Yes,1,At Risk,Low,High,High
981,2024-08-08,Standard,399,14.4,7,5,8,35,Yes,1,Inactive,High,High,Medium
982,2024-05-21,Standard,399,14.3,2,4,31,3,No,0,Active,Low,High,Medium
983,2024-08-27,Premium,699,15.6,5,2,25,20,Yes,1,At Risk,Medium,Medium,High
984,2024-10-02,Basic,199,21.0,5,5,9,37,Yes,1,Inactive,Medium,High,High
985,2024-11-08,Standard,399,2.9,5,2,25,26,Yes,1,At Risk,Medium,Medium,Low
986,2023-03-09,Basic,199,6.2,4,4,16,5,No,0,Active,Medium,High,Medium
987,2024-11-04,Standard,399,8.8,0,4,8,20,Yes,1,At Risk,Low,High,Medium
988,2023-01-23,Standard,399,22.6,4,0,33,44,Yes,1,Inactive,Medium,Low,High
989,2023-04-13,Standard,399,14.5,5,4,25,6,No,0,Active,Medium,High,Medium
990,2023-11-03,Premium,699,8.7,8,5,14,21,Yes,1,At Risk,High,High,Medium
991,2023-02-18,Standard,399,5.4,1,4,28,13,Yes,1,Active,Low,High,Medium
992,2024-08-29,Standard,399,20.2,1,5,26,54,Yes,1,Inactive,Low,High,High
993,2023-03-20,Standard,399,2.1,8,3,18,27,Yes,1,At Risk,High,High,Low
994,2023-07-24,Premium,699,12.9,4,3,20,42,Yes,1,Inactive,Medium,High,Medium
995,2023-07-04,Standard,399,6.7,8,3,26,42,No,0,Inactive,High,High,Medium
996,2024-04-23,Basic,199,21.6,7,1,34,42,No,0,Inactive,High,Medium,High
997,2024-06-18,Standard,399,20.3,6,4,35,46,Yes,1,Inactive,High,High,High
998,2023-11-04,Basic,199,11.8,3,1,24,47,No,0,Inactive,Medium,Medium,Medium
999,2023-10-01,Standard,399,8.3,1,5,27,13,No,0,Active,Low,High,Medium
1000,2023-07-16,Standard,399,6.8,3,3,11,15,Yes,1,At Risk,Medium,High,Medium
1001,2024-03-22,Basic,199,20.0,4,3,16,31,Yes,1,Inactive,Medium,High,High
